duchenne,neutral,strong duchenne,6 only,polite
0.0431371275715,0.674434274596,0.0212211939523,0.0362831240071,0.224924279873
0.0675401657737,0.257508962105,0.0108541511186,0.582086897284,0.0820098237186
0.114251666621,0.0877643740429,0.0260381886128,0.019343009653,0.75260276107
0.750543591712,0.029791329866,0.0895664728899,0.0730536127195,0.057044992813
0.31542001678,0.0528237217946,0.440725178818,0.0655632617688,0.125467820838
0.0083515993044,0.907842584354,0.00483578553631,0.0278193889634,0.0511506418415
0.0746312156656,0.0430263985224,0.00538775991876,0.854173426216,0.0227811996777
0.365967578731,0.0588779367772,0.100136445368,0.0543060739559,0.420711965168
0.377143464442,0.0347888925422,0.0342546505201,0.466215217992,0.0875977745044
0.117261665438,0.358190438183,0.0422747003163,0.0802993918991,0.401973804164
0.0531162196994,0.579874636092,0.0073409168351,0.30272572044,0.0569425069334
