duchenne,neutral,strong duchenne,6 only,polite
0.366504707407,0.0525335882349,0.105991313354,0.0450521949667,0.429918196037
0.0556917874822,0.564238785163,0.00984175595217,0.305279352609,0.0649483187937
0.446679155077,0.0437819970592,0.0898536597435,0.31179948019,0.107885707931
0.0750840292722,0.0166979181374,0.00262580045476,0.885347823133,0.020244429003
0.0083515993044,0.907842584354,0.00483578553631,0.0278193889634,0.0511506418415
0.121531000531,0.0724823967209,0.0219900916475,0.0153283722841,0.768668138816
0.17736232662,0.395908032428,0.0708621640085,0.0718581189787,0.284009357965
0.224669283498,0.0720282670325,0.0206929068381,0.569152288861,0.11345725377
0.770646280836,0.00441279906982,0.0964562015738,0.072032280217,0.0564524383033
0.313781895272,0.043190602913,0.517733609364,0.0120253059402,0.113268586511
0.0377793732182,0.685238418154,0.0118739615459,0.0329514798701,0.232156767211
0.0301047759429,0.271316389248,0.00776172218285,0.655926705317,0.034890407309
0.068073822732,0.319702739608,0.025926468544,0.0847041435278,0.501592825588
