duchenne,neutral,strong duchenne,6 only,polite
0.118879682144,0.0869126306239,0.025576259554,0.0191195035235,0.749511924154
0.0518523459465,0.572266708374,0.00699126147864,0.314528916308,0.0543607678921
0.0083515993044,0.907842584354,0.00483578553631,0.0278193889634,0.0511506418415
0.675196927694,0.0250088876083,0.0713624498297,0.16713983368,0.0612919011879
0.0746312156656,0.0430263985224,0.00538775991876,0.854173426216,0.0227811996777
0.0431371275715,0.674434274596,0.0212211939523,0.0362831240071,0.224924279873
0.361693975908,0.0623405205899,0.126410026063,0.0809600493144,0.368595428125
0.313781895272,0.043190602913,0.517733609364,0.0120253059402,0.113268586511
0.153657630504,0.168225765172,0.020222517254,0.566681032131,0.0912130549379
0.117261665438,0.358190438183,0.0422747003163,0.0802993918991,0.401973804164
