duchenne,neutral,strong duchenne,6 only,polite
0.0693572355404,0.0316209013647,0.00535172615641,0.875450150836,0.0182199861027
0.0414083419188,0.684580982452,0.021981192455,0.0319170149371,0.220112468237
0.210142149851,0.038126962998,0.0445472511879,0.015590351661,0.691593284302
0.480329570694,0.0498850357053,0.116460240113,0.260775108778,0.0925500447101
0.0083515993044,0.907842584354,0.00483578553631,0.0278193889634,0.0511506418415
0.136306310116,0.234702926516,0.0552746166132,0.189139147308,0.384576999446
0.0382360023112,0.270992566179,0.0069706279751,0.624503067902,0.0592977356327
0.313781895272,0.043190602913,0.517733609364,0.0120253059402,0.113268586511
0.830544306456,0.00337995337995,0.0578812378101,0.0650349570904,0.0431595452638
0.0683045356369,0.292732838698,0.0332021173563,0.0267107264462,0.579049781862
0.0531162196994,0.579874636092,0.0073409168351,0.30272572044,0.0569425069334
0.243576400911,0.0598537471899,0.0203111205752,0.573708327263,0.102550404061
0.379487179956,0.0623049866941,0.099438655934,0.0593788934983,0.399390283918
0.126942168583,0.436854913513,0.037801003496,0.0678680063817,0.330533908026
0.0415886625839,0.0676971429053,0.0097202512574,0.0128110667786,0.868182876475
