duchenne,neutral,strong duchenne,6 only,polite
0.00522379798134,0.94321928523,0.00555243947009,0.0187529814119,0.0272514959066
0.0886676500751,0.392173816778,0.0160220872835,0.353633074242,0.149503371621
0.373674478159,0.0467906717486,0.120658846109,0.0373986569414,0.421477347042
0.224669283498,0.0720282670325,0.0206929068381,0.569152288861,0.11345725377
0.454157299545,0.0713329721521,0.0693510142409,0.304884377351,0.10027433671
0.0357446916743,0.0713168476417,0.00634160659037,0.0133614013357,0.873235452758
0.850784641066,0.0037555037555,0.0414307918113,0.0706623424106,0.0333667209566
0.0406468742729,0.652384971816,0.0125871623559,0.0297569094811,0.264624082074
0.143702210407,0.208147955694,0.0173241425836,0.214725400917,0.416100290398
0.313781895272,0.043190602913,0.517733609364,0.0120253059402,0.113268586511
0.173383737211,0.400037294201,0.0826013046891,0.0633256661044,0.280651997795
0.0693572355404,0.0316209013647,0.00535172615641,0.875450150836,0.0182199861027
0.209539999611,0.0246391076973,0.0359022264917,0.0148495983824,0.715069067818
0.0318603022271,0.286371909082,0.00460124571307,0.637291791767,0.0398747512103
0.0213649454261,0.799106296019,0.00567577831152,0.0457558269334,0.12809715331
0.043008763408,0.630417619158,0.00746470544012,0.286681767365,0.0324271446292
0.552162156149,0.0105334766417,0.225417048038,0.0939541460876,0.117933173084
0.090458510596,0.21660166048,0.0436921483843,0.035355270931,0.613892409609
0.046831897863,0.426100420406,0.0104770286438,0.0376813710766,0.478909282011
