duchenne,neutral,strong duchenne,6 only,polite
0.0372339382061,0.666197805847,0.0193397576107,0.0344021518809,0.242826346455
0.243043996851,0.0736991981271,0.0300336095071,0.533107812714,0.120115382801
0.209539999611,0.0246391076973,0.0359022264917,0.0148495983824,0.715069067818
0.0569911067886,0.455210310708,0.00996948384575,0.058088154504,0.419740944153
0.568052343366,0.0,0.00740238327559,0.401766230078,0.0227790432802
0.0560989149493,0.00576269372563,0.00393870068214,0.933993442521,0.000206248122065
0.00493600036393,0.951990527004,0.00453238107686,0.0120976520121,0.0264434395427
0.313781895272,0.043190602913,0.517733609364,0.0120253059402,0.113268586511
0.0854299830089,0.250361526762,0.0409712608272,0.0271357760719,0.59610145333
0.043008763408,0.630417619158,0.00746470544012,0.286681767365,0.0324271446292
0.213249332637,0.384481864292,0.083233228519,0.0575300114703,0.261505563082
0.0357446916743,0.0713168476417,0.00634160659037,0.0133614013357,0.873235452758
0.0184554419354,0.818910917302,0.00660938982857,0.0523803948577,0.103643856076
0.0988176048654,0.0843957389358,0.00631090998958,0.765308199653,0.0451675465561
0.0350814239202,0.301306058699,0.00536811999859,0.61501484825,0.0432295491326
0.36955128249,0.0593083609232,0.105980150195,0.0570779690649,0.408082237327
0.123668644263,0.216444744456,0.0192490473151,0.21777287101,0.422864692955
0.452404381429,0.0408012213551,0.177366403034,0.199020501417,0.130407492765
0.830544306456,0.00337995337995,0.0578812378101,0.0650349570904,0.0431595452638
0.0886676500751,0.392173816778,0.0160220872835,0.353633074242,0.149503371621
