duchenne,neutral,strong duchenne,6 only,polite
0.03754115272,0.657370272677,0.0205210273619,0.0392990568131,0.245268490428
0.25288168587,0.0661286016905,0.0324422585019,0.516184129054,0.132363324884
0.0403350498201,0.112266806033,0.00553679720423,0.0271535745495,0.814707772394
0.800006828351,0.00675990675991,0.0993455585182,0.0255110759827,0.0683766303878
0.0107230752848,0.901658273786,0.00657694147509,0.0281766151126,0.0528650943412
0.200927298124,0.389531405451,0.0680644773248,0.0774368002237,0.264040018877
0.113377057987,0.0669155950112,0.00820418298646,0.758242160264,0.0532610037507
0.0757392581622,0.3077925476,0.0179241099788,0.0905936912545,0.507950393005
0.445202886751,0.0421625259187,0.155941270013,0.125099595161,0.231593722157
0.0121020885438,0.0136584958959,0.00228502705953,0.971954388501,0.0
0.0499036762946,0.631311170444,0.0116900252972,0.259318913637,0.0477762143278
0.242514599745,0.0581565079007,0.061285128096,0.010969747302,0.627074016957
0.32917148489,0.0330812854442,0.53438581215,0.0162946825281,0.0870667349873
0.0631307310326,0.294051490988,0.0122520871368,0.530899055556,0.0996666352857
