duchenne,neutral,strong duchenne,6 only,polite
0.0722303081671,0.317480926543,0.0190137271437,0.0638011190128,0.527473919133
0.154665220857,0.157171269526,0.0154960990897,0.568984741538,0.10368266899
0.00846965305786,0.906652818435,0.00540575800134,0.0286204930989,0.0508512774068
0.0403350498201,0.112266806033,0.00553679720423,0.0271535745495,0.814707772394
0.338771220776,0.0280812167871,0.414253563811,0.038990292663,0.179903705963
0.469149530595,0.0871203330773,0.110577411728,0.159803030869,0.173349693731
0.0734010254233,0.0431275045182,0.0066762117973,0.841816276327,0.0349789819341
0.800006828351,0.00675990675991,0.0993455585182,0.0255110759827,0.0683766303878
0.242514599745,0.0581565079007,0.061285128096,0.010969747302,0.627074016957
0.149859497084,0.373013264403,0.0564868640408,0.134987153702,0.285653220771
0.0415094292628,0.664393618632,0.0195784559745,0.0909354123636,0.183583083767
