duchenne,neutral,strong duchenne,6 only,polite
0.0490332054228,0.61137632998,0.040770056542,0.235425335832,0.0633950722235
0.23998788348,0.0799382767327,0.0334233847643,0.515974166853,0.13067628817
0.0403350498201,0.112266806033,0.00553679720423,0.0271535745495,0.814707772394
0.115214453185,0.446027226404,0.065597127107,0.0540028866505,0.319158306653
0.0347201740001,0.72405041581,0.00937319278684,0.0228459488495,0.209010268554
0.481578858632,0.0221140867368,0.180875856789,0.101602139089,0.213829058753
0.0121020885438,0.0136584958959,0.00228502705953,0.971954388501,0.0
0.0270231630424,0.276737123976,0.000567859170926,0.639129544,0.0565423098114
0.837913211698,0.00844988344988,0.0726981351981,0.0282917226762,0.0526470469775
0.32917148489,0.0330812854442,0.53438581215,0.0162946825281,0.0870667349873
0.215237031785,0.29662863641,0.00882312868666,0.222610421714,0.256700781404
0.242514599745,0.0581565079007,0.061285128096,0.010969747302,0.627074016957
0.0077649452935,0.913095385312,0.00558318757423,0.030281700769,0.0432747810514
0.0754838223268,0.299478395357,0.0221826816677,0.0613783676434,0.541476733005
0.125974508875,0.0527076189044,0.00911575887384,0.755919120306,0.0562829930411
