duchenne,neutral,strong duchenne,6 only,polite
0.149859497084,0.373013264403,0.0564868640408,0.134987153702,0.285653220771
0.0559531232943,0.0215092346433,0.00142814191221,0.913675096589,0.00743440356143
0.00846965305786,0.906652818435,0.00540575800134,0.0286204930989,0.0508512774068
0.800006828351,0.00675990675991,0.0993455585182,0.0255110759827,0.0683766303878
0.0403350498201,0.112266806033,0.00553679720423,0.0271535745495,0.814707772394
0.215464544451,0.0695410751953,0.0228460042038,0.570148182646,0.122000193504
0.445953789397,0.0738124892221,0.135272967643,0.142449166268,0.20251158747
0.0529857693462,0.202432840185,0.00631772699681,0.673916820983,0.0643468424889
0.0490332054228,0.61137632998,0.040770056542,0.235425335832,0.0633950722235
0.32917148489,0.0330812854442,0.53438581215,0.0162946825281,0.0870667349873
0.0382849537656,0.687115313769,0.0104963414456,0.0290111594486,0.235092231571
0.242514599745,0.0581565079007,0.061285128096,0.010969747302,0.627074016957
0.0722303081671,0.317480926543,0.0190137271437,0.0638011190128,0.527473919133
