duchenne,neutral,strong duchenne,6 only,polite
0.0121020885438,0.0136584958959,0.00228502705953,0.971954388501,0.0
0.0915407513965,0.414802357464,0.0190634439814,0.0355450758916,0.439048371266
0.0179859211508,0.837203036411,0.0134098064858,0.048929030185,0.0824722057675
0.609273573985,0.0100043761126,0.165942314505,0.0979431039896,0.116836631407
0.0333033032734,0.0818151933015,0.00830519580635,0.0108335199705,0.865742787648
0.221241407548,0.0842522569635,0.0254482590355,0.53581974471,0.133238331744
0.0861236130588,0.195894678333,0.0197505742037,0.0805721982066,0.617658936198
0.113377057987,0.0669155950112,0.00820418298646,0.758242160264,0.0532610037507
0.215237031785,0.29662863641,0.00882312868666,0.222610421714,0.256700781404
0.127551202107,0.437022187827,0.174575040993,0.0584530854527,0.20239848362
0.00394441914309,0.961816495337,0.000199600798403,0.00880769437844,0.0252317903434
0.3929938332,0.0336006535974,0.194498959622,0.132093111781,0.246813441799
0.32917148489,0.0330812854442,0.53438581215,0.0162946825281,0.0870667349873
0.0499036762946,0.631311170444,0.0116900252972,0.259318913637,0.0477762143278
0.0324277956509,0.293127072776,0.000681431005111,0.611125548822,0.0626381517463
0.0331741258942,0.693110932814,0.00713802276401,0.0294423922238,0.237134526304
0.867217615598,0.0112665112665,0.0135975135975,0.0377222969016,0.0701960626367
0.267800373229,0.0269385906475,0.0685601266977,0.0103445623206,0.626356347105
