duchenne,neutral,strong duchenne,6 only,polite
0.32917148489,0.0330812854442,0.53438581215,0.0162946825281,0.0870667349873
0.098641297772,0.104115626944,0.0242927319425,0.0290594626928,0.743890880648
0.0358476490039,0.706435187901,0.00937319278684,0.0268777245101,0.221466245799
0.0734010254233,0.0431275045182,0.0066762117973,0.841816276327,0.0349789819341
0.431555704827,0.0705125473459,0.122860524057,0.122060598975,0.253010624795
0.115009310734,0.36175800051,0.0383889468384,0.0800957866473,0.40474795527
0.800006828351,0.00675990675991,0.0993455585182,0.0255110759827,0.0683766303878
0.15121592204,0.165999897641,0.0177998442055,0.555216388909,0.109767947204
0.00767376325682,0.910197351961,0.00537640284926,0.0294126815486,0.0473398003839
0.0691990130084,0.561711803301,0.046539983721,0.230695807616,0.091853392353
