duchenne,neutral,strong duchenne,6 only,polite
0.0167868597408,0.841645910907,0.0125158193868,0.0482311974034,0.0808202125625
0.34940591402,0.0366958224198,0.157827118686,0.0360981751735,0.4199729697
0.249468799425,0.0777691470326,0.0146502538057,0.643998193254,0.0141136064826
0.118433185072,0.111791547637,0.0208791816396,0.0222423684979,0.726653717153
0.155793019008,0.307079712003,0.010421371513,0.244970674628,0.281735222849
0.43447918073,0.123353550776,0.071890697675,0.213572396195,0.156704174623
0.110780790382,0.439932250003,0.0317056375831,0.0556397900265,0.361941532006
0.0913779668792,0.0661013836623,0.00747126436782,0.773836166706,0.0612132183847
0.0499036762946,0.631311170444,0.0116900252972,0.259318913637,0.0477762143278
0.32917148489,0.0330812854442,0.53438581215,0.0162946825281,0.0870667349873
0.867217615598,0.0112665112665,0.0135975135975,0.0377222969016,0.0701960626367
0.0754838223268,0.299478395357,0.0221826816677,0.0613783676434,0.541476733005
0.0121020885438,0.0136584958959,0.00228502705953,0.971954388501,0.0
0.0331741258942,0.693110932814,0.00713802276401,0.0294423922238,0.237134526304
0.13108848717,0.440607631691,0.188395531727,0.0634934554904,0.176414893921
0.0172360050175,0.045785981572,0.0,0.0125944584383,0.924383554972
0.212016775517,0.063885542207,0.0250752516486,0.520672115221,0.178350315407
0.0476804400377,0.278310119332,0.00761011269205,0.594952041858,0.0714472860796
0.0042261633676,0.965957234015,0.000213857998289,0.00668956265822,0.0229131819613
0.632182796406,0.00589171352702,0.206986976024,0.0543071868653,0.100631327178
