Filename,filetype,y,0,1,2,3,4,5,6,7,8
2016-03-03_18-01-50-492-I-T-interrogator_openface.csv,I-T,1.0,0.19596541786743515,0.0,0.11047070124879924,0.26609029779058596,0.12295869356388088,0.11815561959654179,0.17579250720461095,0.010566762728146013,0.0
2016-03-03_18-01-50-492-W-T-bpark014_openface.csv,W-T,1.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.25,0.16666666666666666,0.25,0.0
2016-03-11_16-16-40-42-I-B-interrogator_openface.csv,I-B,0.0,0.26141450313339304,0.0,0.0,0.0,0.0,0.5308863025962399,0.09937332139659803,0.10832587287376902,0.0
2016-03-11_16-16-40-42-W-B-pamela3_openface.csv,W-B,0.0,0.017497812773403325,0.026246719160104987,0.0,0.0,0.0,0.2432195975503062,0.0,0.7130358705161854,0.0
2016-03-15_18-15-13-468-I-T-interrogator_openface.csv,I-T,1.0,0.3911620294599018,0.018821603927986905,0.0,0.0,0.0,0.11865793780687398,0.4157119476268412,0.05564648117839607,0.0
2016-03-15_18-15-13-468-W-T-Sprinkles_openface.csv,W-T,1.0,0.006600660066006601,0.0,0.0008250825082508251,0.0,0.0024752475247524753,0.820957095709571,0.0,0.16914191419141913,0.0
2016-03-15_21-12-05-243-I-T-interrogator_openface.csv,I-T,1.0,0.026484018264840183,0.0,0.0,0.7634703196347032,0.0,0.0073059360730593605,0.20273972602739726,0.0,0.0
2016-03-15_21-12-05-243-W-T-Asha4678_openface.csv,W-T,1.0,0.0,0.0,0.0,0.5352112676056338,0.0,0.0,0.4647887323943662,0.0,0.0
2016-03-16_10-05-49-922-I-T-annabanana_openface.csv,I-T,1.0,0.0,0.0,0.2,0.0,0.5,0.2,0.0,0.1,0.0
2016-03-16_10-05-49-922-W-T-tarples_openface.csv,W-T,1.0,0.0048367593712212815,0.12696493349455865,0.0,0.0,0.006045949214026602,0.22853688029020555,0.0,0.6215235792019347,0.012091898428053204
2016-06-07_12-20-38-706-I-T-interrogator_openface.csv,I-T,1.0,0.0686359687228497,0.03735881841876629,0.0,0.0,0.0,0.4317984361424848,0.0069504778453518675,0.45091225021720244,0.004344048653344918
2016-06-07_12-20-38-706-W-T-pkaye_openface.csv,W-T,1.0,0.24858757062146894,0.005649717514124294,0.0,0.005649717514124294,0.0,0.14689265536723164,0.5056497175141242,0.08757062146892655,0.0
2016-06-08_13-59-09-521-I-B-matb321_openface.csv,I-B,0.0,0.0,0.0,0.5828460038986355,0.36939571150097467,0.024366471734892786,0.008771929824561403,0.0,0.014619883040935672,0.0
2016-06-08_13-59-09-521-W-B-sethdeco_openface.csv,W-B,0.0,0.008522727272727272,0.014204545454545454,0.26988636363636365,0.009943181818181818,0.4034090909090909,0.21875,0.008522727272727272,0.06676136363636363,0.0
2016-06-08_14-28-32-854-I-B-ESKAiNE_openface.csv,I-B,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0
2016-06-08_14-28-32-854-W-B-JimBob_openface.csv,W-B,0.0,0.19615912208504802,0.0,0.0,0.0,0.0027434842249657062,0.7503429355281207,0.027434842249657063,0.023319615912208505,0.0
2016-06-08_19-02-40-950--I-B-amyflam_openface.csv,I-B,0.0,0.0,0.0,0.9666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0
2016-06-08_19-02-40-950-W-B-stars33hoc_openface.csv,W-B,0.0,0.0011013215859030838,0.0,0.6475770925110133,0.33370044052863435,0.0,0.0,0.01762114537444934,0.0,0.0
2016-06-09_09-05-50-814-I-T-jay24_openface.csv,I-T,1.0,0.13924050632911392,0.04746835443037975,0.0,0.0,0.0,0.23417721518987342,0.06962025316455696,0.509493670886076,0.0
2016-06-09_09-05-50-814-W-T-chomp_openface.csv,W-T,1.0,0.35208711433756806,0.0,0.007259528130671506,0.12885662431941924,0.009074410163339383,0.1851179673321234,0.3157894736842105,0.0018148820326678765,0.0
2016-06-09_09-16-19-112-I-T-interrogator_openface.csv,I-T,1.0,0.3482373172828891,0.007738607050730868,0.0,0.0,0.0,0.5374032674118658,0.02407566638005159,0.0825451418744626,0.0
2016-06-09_09-16-19-112-W-T-pacers101_openface.csv,W-T,1.0,0.006862745098039216,0.0,0.00980392156862745,0.9029411764705882,0.012745098039215686,0.006862745098039216,0.060784313725490195,0.0,0.0
2016-06-09_10-21-37-95-I-B-interrogator_openface.csv,I-B,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.8235294117647058,0.0,0.0
2016-06-09_10-21-37-95-W-B-describer_openface.csv,W-B,0.0,0.010582010582010581,0.2156084656084656,0.006613756613756613,0.0,0.03042328042328042,0.23941798941798942,0.0026455026455026454,0.36243386243386244,0.13227513227513227
2016-06-09_14-57-19-201-I-B-spottmonsta_openface.csv,I-B,0.0,0.033229491173416406,0.05399792315680166,0.006230529595015576,0.03842159916926272,0.006230529595015576,0.2824506749740395,0.007268951194184839,0.5358255451713395,0.036344755970924195
2016-06-09_14-57-19-201-W-B-RobbyRoo_openface.csv,W-B,0.0,0.0058823529411764705,0.17450980392156862,0.27450980392156865,0.09117647058823529,0.17745098039215687,0.0803921568627451,0.0,0.07745098039215687,0.11862745098039215
2016-06-09_19-03-42-701-I-T-Blankman_openface.csv,I-T,1.0,0.03063063063063063,0.032432432432432434,0.14954954954954955,0.007207207207207207,0.17657657657657658,0.5477477477477477,0.0036036036036036037,0.05225225225225225,0.0
